product_id,ingredient_id
OMOP334444,6585
905093,73056
750265,7518
762333,4124
1603861,6373
2539032,11636
1359030,7514
1862102,253182
2471314,748794
753478,748794
2106997,11636
2594795,2594468
2641919,1356552
1050494,11636
753544,4124
1722680,7514
1862600,748794
750244,4124
1358775,4124
1538130,748794
1720616,748794
1538130,6373
1720616,6373
1358775,24941
1927957,4124
750268,4124
1100471,47613
1483558,7514
1927957,24941
2642214,2288236
1796922,748794
2678951,2678930
1099026,748794
1363408,1363268
751868,748794
1722676,748794
2104192,31994
748879,748794
1873993,1873916
748879,6373
1605086,22656
1047041,748794
2641144,8591
2054318,4083
1660690,4124
1923056,72965
2274814,358257
1923054,72965
1923421,22656
2390768,6585
2274816,358257
2279447,891658
2279451,891658
1311535,4124
1486801,4124
1486801,24941
1485332,4124
2551207,2550729
1994758,31994
751885,748794
1727521,7514
751885,6373
1358781,7514
1102207,37255
1102207,1897
2047760,7514
1999026,4124
2169314,2169285
1422896,7514
1086384,4850
574982,283742
563961,2194
2204101,1484911
2200657,1991302
564064,6923
1348,1347
1487518,1487514
214617,83818
1050797,17767
1424888,41126
103990,6375
1007761,195085
856839,704
315311,519
309311,2555
979092,5521
349556,341248
1797907,41126
311625,6851
199422,53654
309594,11248
314055,6058
199224,84857
603208,337525
977427,141704
197931,103
312025,42319
597852,596724
198240,10324
847621,1901
476556,276237
308429,60212
835913,6694
1099681,40254
313161,37418
311446,6628
643022,89013
858828,3827
979471,52175
312818,9344
198047,7531
855344,11289
1649988,3640
251182,5499
313586,39786
200094,83818
1190655,1223
857700,3355
197556,3102
199884,82122
860225,6703
351250,321988
313988,4603
1539757,1539753
543546,7597
617311,83367
1600695,725
1011852,6387
351266,7242
995258,5553
857706,42331
349199,69749
966270,10582
1918042,1100072
896762,6185
854873,39993
1870232,3992
403851,60307
1648755,7454
198150,8691
1010895,6387
884707,4083
892625,7052
1923424,9947
898723,18867
1922894,10600
1232636,1232630
1094104,8120
1494169,10223
309307,2551
207364,6980
993781,161
993890,2670
1855389,237159
1486687,753340
1192991,1192987
541878,3288
905225,5470
1014314,10759
314228,136411
1357541,1357536
313123,10156
314106,6922
311982,31805
477451,2582
311727,42331
197379,1202
200172,25025
311386,6475
2001565,6901
1298874,6673
310463,4124
403972,4493
858828,5487
1113314,7804
1663745,60223
314241,10438
885219,1424
246172,21241
2539224,4124
1046815,153970
403840,6980
328161,6902
1190572,1223
541878,725
1361615,5224
197444,6375
197886,29046
854916,5487
310465,142438
2376942,62427
1806183,6901
1658339,1658314
1046787,9601
2122343,3640
751618,31555
856652,3105
312033,7514
852825,852810
730988,6375
1658343,1658314
1192833,248123
314267,10572
894801,7052
1232634,1232630
895506,895503
898342,18867
896173,851985
895541,895538
1006367,995743
1013991,995600
896158,851969
863538,7980
993462,6963
995253,5553
260376,37798
311288,114477
582969,61148
310157,4053
1668264,4053
1653217,753340
1598470,2582
2604800,2604577
311289,114477
1232194,39993
309318,54993
602393,68244
857702,3355
1020477,3498
1006710,10169
861597,7994
198368,8134
349590,237159
2639936,3008
1192793,1116979
198089,8134
1725059,7242
1940703,1940635
991194,2403
2611260,3289
995599,4110
1659598,10167
310519,4850
855499,8031
1012320,466195
730861,321064
855499,6406
855495,743
899676,899673
905081,905070
899745,899742
904651,892332
899655,892368
905331,892503
852672,852669
852010,852007
995561,895495
852676,852673
901206,901203
967977,974687
899423,899420
1010854,892575
891690,891687
899664,899661
899880,899877
857383,5489
310796,5487
1927285,191831
197453,19552
829500,257844
997296,2670
1010878,6387
311359,4124
238134,1886
308769,60819
854908,19484
857183,50166
1593725,9947
647237,25789
809828,1520
242831,5021
809987,623400
311500,6750
825411,787390
2637557,6832
197363,722
476177,2626
2003403,10323
892602,892599
647239,25789
1803932,6313
1014615,7804
806392,8591
848728,73178
2570405,61381
1010952,899724
904497,899398
1012186,1012183
895587,895582
1010960,1010954
1006347,891502
1010944,899444
1088772,34296
1368453,1368451
1364492,1364479
2108128,2045114
1294025,34347
1314666,1588
905283,10811
1928948,10402
1485068,968170
2049671,276237
197719,4500
310891,5492
1653484,221050
904971,889548
801923,9863
1551782,1551777
2184142,2540
199351,38454
1314666,4511
2044429,1552337
1098678,31565
1314666,39954
1099638,4124
310376,4491
995241,5553
2099361,25126
1790103,3639
753557,36676
1792386,25126
199369,81647
2056496,10582
1190570,1223
992656,27084
1373502,4124
1929116,743
1053753,10759
1297761,283742
1234512,5492
801109,56476
1045402,475342
200311,8703
103968,28439
1543004,6406
801109,6579
602910,342369
1543004,8031
896249,896246
852529,852526
968149,968130
852305,852302
900734,900731
852600,852597
105347,6672
833141,588250
1946772,6851
967541,967529
238082,6130
310594,8536
831426,10337
240093,161
1305217,22701
2045243,8591
2626369,81647
1944538,7804
1040014,1040004
1870964,22396
831426,9671
831426,8156
900163,900148
889540,314488
999453,999450
1492732,1492727
1736786,32592
239200,2348
2289234,224905
2122634,44157
905028,73056
863599,32675
861736,6809
578018,19737
2099954,2099704
2199028,2199015
1421475,3022
1100262,4511
905083,73056
861740,4821
349197,2598
895478,852298
1006353,852158
901368,901365
1010850,904606
1537039,1537034
1946692,36314
141935,5093
2679073,3002
2100000,2099995
1232086,1114195
1545150,1373458
800584,9671
966934,882485
2590635,1037042
1304559,8308
800584,8156
2262717,6064
1234482,11246
800237,6837
2635013,1999382
905458,10582
800237,70602
800237,5340
800188,8737
800188,6536
900052,900045
889648,867353
1191262,5509
1361495,25789
1439837,1439816
904405,46041
197439,5487
801395,6033
800416,426
801403,10337
801403,9671
801403,8156
800401,426
800401,4850
800440,8737
800440,6536
1860137,7804
205228,8597
897745,3423
1111265,34296
848768,7804
1664986,1272
1606337,784649
309606,4511
1664981,1272
1303132,8640
348622,11248
2283507,2265690
800915,221147
800611,5340
800611,70602
968505,968502
800611,6837
968420,968413
968495,968492
1014394,1014391
967963,967960
968814,905070
1014402,1014399
1235151,2409
668366,4337
853047,851878
899657,852272
1047786,235496
851881,851878
1014684,852669
899653,899650
900720,852709
1044355,852260
2560220,2560213
994841,7715
1372891,6387
1147334,276237
597718,9344
1006484,852046
2665162,42316
2395832,36117
800925,9863
1431076,1819
896182,851998
897947,852526
2048917,4083
2641142,36721
999731,21949
1869697,1307404
1365980,11246
198001,7226
249329,28439
1721581,1721560
897331,852114
1716094,1514
856706,704
1987644,10753
896125,851938
899974,852329
889567,867361
896255,896246
896196,851998
898337,852742
645296,6581
997653,662281
1946476,11423
1013900,852577
895447,851744
801644,5340
898415,852382
900966,852320
899568,852148
241999,105694
1000556,10169
1119569,7393
312107,7676
2569635,2569562
1739772,1739745
1014686,852669
900036,852419
900742,900731
1014359,900743
900859,852363
1014225,852174
1927667,1927663
1986329,1918219
247047,19831
1790334,114477
106450,5228
387080,3264
1043704,7247
204632,24947
1049602,7804
198294,10635
705729,1418
104121,9524
239204,142438
250432,6375
308907,1897
309552,21766
199461,3634
1043704,8132
864828,6813
106500,480
388080,46303
2391334,22696
248988,4094
900630,11413
905350,3154
240903,6384
1363242,2400
1292901,3289
246030,4458
153882,17627
647112,72625
2263503,281
1869816,7812
308724,233272
800416,4850
899588,852178
2055281,52177
856908,161
1656333,1992
1659921,1659191
688393,9873
199498,155046
1666311,4249
1243343,300195
1716094,29365
1373014,25033
645296,36676
1797904,10759
2362172,2362167
311190,6057
801644,6837
1006116,10169
1095689,9525
2567231,2567226
562724,386938
1791230,3443
1001714,10223
2595248,2595243
1547615,1547611
485414,596
2107520,1670007
2586364,2586354
1809754,4511
1116499,5492
2169274,1488564
1739761,1739745
1494071,1494066
1592750,1592737
312576,34345
2001262,861634
2607734,1986808
2262440,2262435
1425854,3288
1986813,1986808
859383,5489
1439812,1455099
1872062,3639
1870431,36676
2665222,2665204
904543,899434
905489,889669
864818,32675
2054973,2054968
403808,278739
311205,28031
282596,6711
749784,31994
2384458,2384449
749858,748794
759743,4124
1050493,1592257
2594743,2594468
749786,7518
754508,358255
748806,4124
1373503,6373
2626394,81647
2642213,2288236
2122658,44157
749869,7514
2557215,1999382
2283523,2265690
2398511,25480
2551211,2550729
2475417,2475077
2551216,2550729
1000479,36676
1037184,7514
1102202,5992
496947,34347
153915,7417
1006856,8984
OMOP333755,161
152363,9863
OMOP337113,22701
OMOP337113,1925821
OMOP337113,42954
323726,300195
218118,5509
493191,805573
152371,3498
606664,1886
151435,6918
152133,1191
OMOP1009334,2623
1372718,2396
OMOP335126,1735049
202858,2623
OMOP336881,8308
17315,1191
220398,8132
202843,20877
2264207,10528
2054082,2054068
2049112,2049106
1602110,1545653
1312403,1312397
OMOP333594,1543095
OMOP3107663,OMOP988562
OMOP333057,31479
1812946,2427
1994312,1670007
OMOP5182153,OMOP5214785
619985,495881
1439889,1439816
2539973,2539967
2587725,2587717
1796380,4257
OMOP335436,1722684
OMOP2004121,1546357
OMOP333506,89013
2565282,2565265
2107617,6375
OMOP4977186,38508
1092441,1092437
2169302,2169285
OMOP336808,OMOP1006521
OMOP435484,136411
OMOP435357,32968
2046366,2046360
862007,40114
OMOP2008149,616739
OMOP1140171,70561
OMOP4977094,69722
356733,358258
OMOP4701036,75207
284913,569
OMOP336789,OMOP1001789
OMOP1140084,121243
OMOP571309,114934
OMOP2005400,OMOP2720956
1037046,1037042
2612093,2612087
658273,1292422
OMOP5036287,OMOP5040509
OMOP2011470,OMOP993691
1364436,1364430
1364510,1364504
OMOP334806,5666
OMOP5182264,2557372
1721566,1721560
217010,72143
224911,34132
OMOP337192,OMOP1005324
829877,18330
OMOP4821006,187832
OMOP433199,73494
OMOP4834711,5487
OMOP2016160,33738
OMOP1016125,828529
OMOP435844,73494
OMOP333034,1427201
1989501,1102270
OMOP337751,OMOP998379
OMOP5182166,54993
901515,901509
1655050,4385
2560324,41493
OMOP2001559,5487
OMOP2007056,139825
OMOP435844,5487
901515,901507
2360584,2360574
2670561,2360573
OMOP888720,1593128
OMOP1140203,763100
659877,798262
2566310,2566294
2566310,2566292
OMOP570443,763096
735866,662281
2669415,2669406
OMOP332824,115243
1665896,1665684
OMOP4700902,OMOP4754814
OMOP335041,1111103
OMOP334890,68442
2197691,2197290
OMOP332552,OMOP1002805
60131,114176
385755,1418
226036,42612
OMOP337230,36676
1809905,4124
1809905,24941
1359129,4083
751890,748794
751890,6373
1358780,7514
761977,748794
761977,6373
2054159,1603296
2117770,6373
1438778,22656
1365899,748794
1994764,748794
795737,591622
831533,7514
1483554,4083
1539955,7514
1989873,7514
2045245,36721
2626389,81647
1550965,4083
2595466,7514
1100471,262150
2100099,2099995
1543553,748794
2557216,1243041
1359128,7514
848752,73178
2645083,748794
753482,748794
2645083,6373
1923056,1873916
1923054,1873916
2279439,891658
1927366,7514
1440185,748794
1440185,6373
1876810,22656
801185,4124
2123314,2121085
1112687,6373
1422081,748794
2598467,2169285
1358770,7514
1800499,31994
905087,73056
2678969,2678952
2678973,2678952
834023,6902
1094543,748794
1716037,4124
1305089,7518
1036819,644
2679794,69749
563520,7646
1426874,2571854
2055677,2055104
284635,41126
2017575,3109
1007761,276237
1721575,1114326
1033889,17767
1033889,54552
335649,10239
1605371,114477
328791,10800
316162,6466
332243,30121
309371,2623
200224,88249
477347,234416
198006,7226
309844,3322
199058,68149
977860,6816
1923422,9947
312139,32638
312635,8704
283077,8638
995218,5553
966607,91311
348506,28031
852913,9068
199206,35623
562847,1512
1726673,1622
432402,407990
1100184,135447
197511,2551
636045,69749
197686,24605
979464,52175
313209,37776
251872,40790
198014,7258
197313,281
484814,358263
198148,8640
307719,197
312289,8001
310132,3992
311385,6475
310432,25480
152695,41493
312504,8591
899548,352372
834061,7984
313413,57258
866511,6918
1090641,10759
198224,9997
2675195,711942
310433,25480
979480,52175
892494,7052
905377,5470
892251,10582
1099870,40254
198039,4917
905369,2356
1247445,25138
311204,28031
106387,33199
432401,407990
197735,1596450
1092357,69036
833532,703
197701,4450
1000141,6691
1191222,7242
310385,4493
861490,2590
884185,2599
311355,42351
349472,328134
856853,704
852105,852102
403854,321064
197770,5487
854919,5487
310285,24812
1000076,3638
2287005,18889
309313,2556
198358,24812
1743704,6902
198032,7417
284207,4124
1037234,36122
861635,10600
545255,52177
199376,54993
882548,10753
197529,2598
351267,7242
2569283,5521
1922783,60207
403854,5487
864718,6813
312033,4124
747195,57308
310463,7514
1235049,5492
310534,4815
2675203,711942
312749,35208
977438,141704
197978,6916
317160,37776
1364855,9346
1368385,6809
351246,88249
729534,4124
852469,852466
896080,895919
687424,31994
895500,895495
895524,895515
897402,897391
897968,852539
2472315,2472254
861487,2590
343033,3264
856845,704
845488,35296
1540241,2582
142046,6922
866482,6918
831102,3443
310687,5492
239212,6398
197596,3356
310015,60207
252413,38404
197904,6472
312288,8001
2611260,42347
485436,306266
826612,720825
313919,36118
310004,49247
848943,2447
2288425,2272403
205285,27169
857430,2578
801054,9863
105171,2177
877513,877510
1435624,3827
616852,8703
311877,42372
1020064,73056
314227,37418
1488569,1488564
1234393,5492
244967,8536
2257297,224905
198190,9143
1870205,3992
1811631,7646
886671,4441
637365,9873
617302,723
602393,190521
1049604,7804
854901,19484
205315,38404
597990,83367
198334,10180
1304490,21837
996757,8163
310670,5093
360110,35302
730869,321064
1049686,7804
1012029,1012026
1659149,37617
1304490,8597
851905,851902
310197,4099
1659149,8339
892619,892616
597980,17767
404013,17767
597967,17767
1011976,999487
900064,852450
852572,852569
1006513,1006510
852165,852162
1094477,867228
901332,901329
2198983,2198979
895585,895582
852057,852054
899401,899398
968133,968130
1098458,1098455
899412,892610
901018,867311
1006300,1006297
852155,852152
891679,891676
899381,899378
1094119,1094116
1114996,852298
848180,1514
313201,83947
809828,8328
284205,279645
238135,1886
318202,4053
309079,20489
2676585,2582
403908,3264
995232,5553
1803937,6313
789980,733
1085745,10759
1013628,1592257
1739332,37418
860103,35827
313990,4493
861960,641465
311994,7454
857383,161
310797,35208
1807516,11124
728207,3640
311668,6915
2630215,1999574
2055036,6313
1038558,1378
1722921,2187
1014632,161
1098666,31565
722134,69749
892572,892569
901342,901337
1012120,974687
1011417,1011412
892520,892517
966645,972601
315134,42955
1552343,1552337
2059184,641
1437707,134615
966920,36676
1797865,108118
860221,6703
1244233,6847
1922763,9947
847630,8591
308345,14845
308511,8536
1085633,10759
1992693,6809
1796081,1433868
852700,852697
900151,900148
847617,9863
1298799,6066
1012722,6759
884522,3288
884535,3288
1607784,614373
1992868,1992864
1099638,7514
313137,10829
1923828,614373
311498,29787
1729584,73032
852592,852589
1726204,2540
401953,35636
852712,852709
616705,35636
889538,314488
1294122,743
1044329,1014721
852147,852144
852271,852268
1306292,276237
312893,9525
835886,3008
312036,7531
2383946,2383941
597957,3478
2626380,81647
1797900,1347
1368424,1368001
2669507,2604577
2200644,1991302
1040014,1040005
1044244,852659
889618,852797
856696,3105
2284515,3022
198269,10485
197454,2231
2638481,10869
1806382,25480
1652674,3640
899483,899480
1100262,2418
895067,895062
312860,84108
860749,38685
1659998,314504
2268221,2268216
2590620,1037042
1365984,11246
1147323,1147320
2395842,7421
1667668,1667655
905455,10582
1664326,1545653
2262729,6064
1234482,11248
800237,6033
854068,1116979
800188,1091
1014230,852170
1013955,852268
899958,852281
1013891,852577
895358,895353
899964,852814
197438,1998
1995136,161
403841,275635
2634357,2610407
800416,10898
801395,5340
801395,70602
800401,10898
800434,10962
800434,10524
800434,6308
800440,1091
1791505,3640
197861,6313
1995455,2590
800915,36721
309637,3022
725094,8727
836268,1151
2478453,8031
1291369,1291301
1806964,743
1546888,1433868
966695,966692
2283522,2265690
2478453,6406
2049730,1364105
800611,6033
1192974,1192968
1192972,1192968
968509,968506
967049,867198
967061,466198
856908,5489
2639749,42375
2611536,1442981
895616,851894
897347,852197
896084,851934
854162,851898
1013927,1013913
1014222,852174
900714,898324
476362,52582
858356,3435
2669918,2669905
904462,2418
2667657,55018
1364509,1364504
1741733,1102270
904462,46041
1716209,1716203
486499,283742
1655506,1992
1011753,5487
1597573,1819
896167,851985
897993,852593
897323,897316
896286,852074
898335,852742
800808,8591
198000,7226
283475,5552
1812468,1243041
978946,22968
2641142,221147
978944,22968
889565,867361
896078,895919
200344,5552
2471107,60223
1542804,5492
2279407,891658
856840,8076
897357,852217
896156,851969
895725,851926
1098418,1098413
2200178,72625
1946476,6227
801644,6033
1304497,9346
899696,852229
895284,895279
1012171,314443
1013878,852738
1044398,1014191
1006480,852260
900927,852355
205286,27169
1998456,89013
1716073,1819
2569631,2569562
1790527,7804
801133,9671
1053658,4337
861806,84108
801133,8156
1119569,1151
1790169,1363268
794947,36437
1739768,1739745
1014313,852627
1045591,852597
1013912,900770
1115281,852386
1193026,852746
992836,852294
900042,852450
204602,1291
1595455,8031
1313925,1151
1595455,6406
2669470,8031
1102196,62400
2669470,6406
199624,10825
105686,11248
141992,12062
311988,7454
1734205,35780
897690,3423
197919,6718
198464,1191
854872,114979
308297,1191
1734087,35780
755764,4511
199931,1998
199964,8134
2613948,6711
249279,319864
402014,7646
314258,10493
386989,2418
199730,3541
865155,19484
308232,8031
312133,7781
105099,4448
991366,2403
248108,281
238460,9525
308232,6406
245461,1151
311991,7454
892793,2599
199462,3634
806138,9863
801395,6837
1439831,1439816
1049651,161
727494,606396
1547225,1547220
2467582,2467553
1114508,618597
898495,898492
1246096,31476
2619152,1991302
1799212,1799206
1190568,3500
1946525,10689
1656400,1092437
197878,1388
2564151,2564146
1298068,3001
1740864,24698
1098416,1098413
197945,1191
978573,2116
2586863,35302
856381,10737
1000556,4491
1484289,1484283
1944701,1294580
2261802,3264
2107053,224905
2280732,224905
2395835,41126
1809754,2418
2633015,2633005
968015,867341
857121,5489
994528,7715
2395839,41126
895700,851910
1000946,10169
1006683,10169
1737457,11473
1865957,1865953
2613956,20859
2584196,1799206
1801138,3640
308579,115238
1442128,3355
1243027,6809
2204100,1484911
1946846,1946825
198886,11002
2665012,2639089
904659,862475
904866,862460
104481,10691
2539228,4124
748800,748794
748804,4124
2604801,723
2604803,723
1604383,1603296
751901,748794
2532350,2532300
749848,4124
751901,6373
2548733,2178390
2626392,81647
2045952,2045726
749869,4124
1483550,11636
2635025,1999382
2678970,2678952
2283539,2265690
833150,588250
2054312,4083
2279442,891658
1923055,72965
1037184,24941
1037184,4124
1102202,1588
1102202,4511
2593845,2468231
1177391,1292
1180237,4337
1296628,5321
1086046,10759
688660,8536
226034,7417
152476,10438
226329,5640
151808,24941
216878,108118
OMOP335032,10391
OMOP333755,1151
OMOP335369,33431
OMOP336733,1191
OMOP333755,8163
196526,1514
OMOP334074,5966
545093,1388
358330,38400
202368,11124
OMOP336088,26744
OMOP335126,1608803
2566418,2566296
2566418,901628
OMOP335126,798306
2566418,798232
281788,8521
885851,25121
2174096,2174090
1918237,1918231
OMOP335232,1656052
2610355,2610349
OMOP4977117,32915
OMOP336426,60819
1719236,4262
2166574,4952
OMOP5044662,OMOP5047741
2610129,81647
